,0
3722,SDC
3723,NXR
3724,BG
3725,RF$C
3726,AZZ
3727,CVII.U
3728,SPDN
3729,FTPAU
3730,QYLG
3731,IGAC
3732,BCO
3733,SSG
3734,PBW
3735,XBIOW
3736,FRSG
3737,RUSL
3738,IPOF
3739,NREF
3740,ACER
3741,CANE
3742,AWF
3743,DFNS.U
3744,MNSO
3745,VECT
3746,CTXS
3747,ANET
3748,BPYPN
3749,GABC
3750,CPLP
3751,NGL$B
3752,QUAD
3753,RBBN
3754,BFEB
3755,SYLD
3756,TSPA
3757,TRN
3758,UPW
3759,UPS
3760,EWUS
3761,PRSR
3762,AGCB
3763,IVR
3764,OCCI
3765,TMDX
3766,KORU
3767,ENPC.W
3768,FAZ
3769,HX
3770,ATEST.A
3771,NBR
3772,AVCT
3773,RZLT
3774,ARGO$A
3775,PSN
3776,EDR
3777,SKIL
3778,LEVI
3779,INFU
3780,BWACW
3781,SQM
3782,MHH
3783,COO
3784,PKB
3785,NYCB
3786,CALA
3787,PFUT
3788,POCT
3789,GWRS
3790,DNOV
3791,LEN
3792,VNQ
3793,FIBK
3794,CNP$B
3795,NTIC
3796,ECC
3797,VABK
3798,RPAY
3799,VBFC
3800,TER
3801,ORA
3802,CHIC
3803,UWM
3804,NTRA
3805,IBOC
3806,SRACU
3807,TCAC
3808,ROST
3809,BCSF
3810,UKOMW
3811,ANDAU
3812,LOTZ
3813,ADNT
3814,PKOH
3815,PQSV
3816,CEQP$
3817,DYNF
3818,ATAX
3819,IEC
3820,OSCR
3821,FPAC
3822,SOJE
3823,JFIN
3824,ESTC
3825,GAIN
3826,LD
3827,PCEF
3828,MLHR
3829,GERM
3830,D
3831,BSCM
3832,IQDE
3833,IDRA
3834,BCM
3835,CXE
3836,HGLB
3837,AVAN.W
3838,MSFT
3839,IPVA.W
3840,KIM$M
3841,NPK
3842,GOCO
3843,CPSR.U
3844,GSID
3845,RCKY
3846,IAA
3847,HYGH
3848,ADCT
3849,BMA
3850,DIM
3851,CCVI.U
3852,ABT
3853,NMI
3854,HTIA
3855,BLBD
3856,PILL
3857,JPME
3858,WIP
3859,XFOR
3860,PPT
3861,ASML
3862,ALL
3863,ADERW
3864,NAACU
3865,AYX
3866,GQRE
3867,FRT
3868,JJSF
3869,QCRH
3870,WHLRP
3871,ATOS
3872,VBF
3873,ACRX
3874,HCIC
3875,ARKW
3876,KMDA
3877,VGII
3878,AMUB
3879,VRCA
3880,VGIT
3881,ATHX
3882,GTX
3883,BCD
3884,GGZ$A
3885,FPEI
3886,SHW
3887,ZEAL
3888,GNL
3889,ATHN.U
3890,GGZ
3891,NXP
3892,PJAN
3893,MODN
3894,HPP
3895,PAAS
3896,GGB
3897,LCAHU
3898,ARDC
3899,RPHM
3900,CPTK
3901,EGP
3902,ISTB
3903,PPGHW
3904,NDRAW
3905,CHNA
3906,AJAX
3907,CHN
3908,ON
3909,DZZ
3910,AJRD
3911,TEO
3912,TETC
3913,SURF
3914,FCAP
3915,ZYNE
3916,ACA
3917,FHLC
3918,GSEVU
3919,HMG
3920,RHI
3921,SEMR
3922,SPBO
3923,SJNK
3924,AMOT
3925,GBX
3926,CLNY
3927,GE
3928,QQQJ
3929,EUCRW
3930,NURO
3931,MASS
3932,CCLP
3933,CRCT
3934,ARC
3935,BOKFL
3936,LMAT
3937,RPV
3938,NMMCU
3939,FFEB
3940,PRK
3941,ZXYZ.A
3942,FTHM
3943,IRBT
3944,LBRDP
3945,TMAC.U
3946,SCHO
3947,WFCF
3948,NISN
3949,DSI
3950,ALL$G
3951,UBER
3952,CPRI
3953,LEND
3954,TSLX
3955,ATMP
3956,CARS
3957,DEM
3958,WFC$C
3959,KALU
3960,ZWRKW
3961,CPTK.U
3962,SCHH
3963,DSPG
3964,TY$
3965,AXTA
3966,MGY
3967,FCEL
3968,STSB
3969,CCD
3970,SJIJ
3971,VEGN
3972,ALRN
3973,LIII
3974,LCY
3975,KERN
3976,PSF
3977,TAIL
3978,FNF
3979,CPSR
3980,TUP
3981,SCHY
3982,NERD
3983,FM
3984,HFRO
3985,IJR
3986,TCBIL
3987,ASET
3988,SFNC
3989,SEB
3990,FNWB
3991,RMGCW
3992,CRNX
3993,ROBO
3994,UBR
3995,WPP
3996,HZNP
3997,KESG
3998,TPGY
3999,LVRAW
4000,WMK
4001,HOFV
4002,IDCC
4003,KRNLW
4004,TREE
4005,FXI
4006,ALNY
4007,HDGE
4008,OPINL
4009,CBLS
4010,KJUL
4011,CCV.W
4012,IPAY
4013,AXL
4014,UHS
4015,ADV
4016,ENFAW
4017,GSMG
4018,OMEG
4019,HLGE
4020,SLAC.W
4021,VNO$L
4022,GTBP
4023,SRRA
4024,SVFAU
4025,JPSE
4026,ATGE
4027,MOMO
4028,BKEPP
4029,PMX
4030,SAK
4031,LEGAU
4032,HURC
4033,BME
4034,GGT
4035,AVIR
4036,VCSH
4037,KLR.W
4038,LEU
4039,CIM$C
4040,IYJ
4041,JRI
4042,VG
4043,NUWE
4044,DORM
4045,LOTZW
4046,ORLY
4047,BST
4048,TPTX
4049,PFIX
4050,TSE
4051,HEWU
4052,ALGM
4053,GMBL
4054,CF
4055,GDV$G
4056,PBR.A
4057,ATHN.W
4058,PMVC.U
4059,JOUT
4060,EAT
4061,BSBK
4062,FDEV
4063,UEVM
4064,FSK
4065,HMCOU
4066,GER
4067,ELC
4068,AMPE
4069,CHPT.W
4070,EWQ
4071,SPMO
4072,LCAA
4073,BK
4074,BUSE
4075,TTAI
4076,GPP
4077,WINA
4078,EWC
4079,BPFH
4080,RTAI
4081,SEIX
4082,FULC
4083,MDH
4084,GPRK
4085,C$N
4086,VTN
4087,JCTR
4088,RCM
4089,HYHG
4090,HII
4091,AGCWW
4092,ATOM
4093,ARES
4094,PLCE
4095,OZON
4096,MFEM
4097,FEP
4098,TRIT
4099,DHR$A
4100,RWLK
4101,CMRX
4102,BAB
4103,CYBR
4104,SFY
4105,BGCP
4106,SGDM
4107,DRH$A
4108,FTV
4109,CDOR
4110,VEL
4111,LFST
4112,KSM
4113,FTCVW
4114,BF.B
4115,OHPA
4116,IVW
4117,NMFC
4118,OII
4119,ARKF
4120,REDU
4121,SHM
4122,SEPZ
4123,UMI
4124,USI
4125,GOGL
4126,JBSS
4127,TEF
4128,TPGY.W
4129,KRO
4130,WHD
4131,PVL
4132,GNRSU
4133,CTT
4134,MVP
4135,DIS
4136,ISIG
4137,IDYA
4138,CMSA
4139,MFA
4140,BRLIW
4141,JJG
4142,PSB$X
4143,NEWA
4144,WIX
4145,ABR
4146,LEGOW
4147,TSLA
4148,LE
4149,IEI
4150,ZM
4151,LVS
4152,SMIT
4153,DOG
4154,FHN$E
4155,PPD
4156,BBRE
4157,ALL$B
4158,SKX
4159,ONOF
4160,CSTL
4161,JKS
4162,RACE
4163,MGC
4164,HAIL
4165,NVMI
4166,ITMR
4167,NVSAU
4168,HUSN
4169,EDTXU
4170,PSMB
4171,GLEO
4172,FLQH
4173,STE
4174,CAJ
4175,GOEVW
4176,SPIP
4177,YSG
4178,COMSW
4179,NSTG
4180,BSJL
4181,SOHON
4182,GB.W
4183,AMBA
4184,HTLF
4185,ONCR
4186,SNLN
4187,LTCH
4188,IBDQ
4189,MOTV.W
4190,NRT
4191,PDN
4192,DLCAW
4193,DNZ
4194,LYV
4195,WALDW
4196,CHEKZ
4197,CDR$C
4198,CLR
4199,HYBB
4200,EOSEW
4201,FTXN
4202,PIPP.W
4203,WPG$I
4204,NMZ
4205,CVII
4206,OMFS
4207,ERESW
4208,LFMD
4209,LOMA
4210,FTS
4211,WTREP
4212,EWH
4213,VUZI
4214,CHPT
4215,PVG
4216,IBA
4217,SNII.U
4218,SCPE.W
4219,FLCA
4220,CCK
4221,CII
4222,DSJA
4223,HEWJ
4224,NULG
4225,JHMH
4226,MTACU
4227,CTEST
4228,RL
4229,BANC
4230,VAC
4231,VNRX
4232,FNHC
4233,TRTN$D
4234,ENTX
4235,FITE
4236,CAG
4237,ASR
4238,VVR
4239,MDRRP
4240,NLSP
4241,RAAC
4242,PBA
4243,NBSE
4244,HTOO
4245,MUST
4246,STMP
4247,CHIU
4248,GRES
4249,FVE
4250,QQQE
4251,CMT
4252,DRIP
4253,NJAN
4254,UWMC.W
4255,JEMA
4256,IGIC
4257,IYG
4258,IBTA
4259,TBA
4260,FREL
4261,MFDX
4262,JMIA
4263,TRUP
4264,GMIIU
4265,PSR
4266,REGL
4267,TGT
4268,SPSM
4269,CEQP
4270,JAKK
4271,NWHM
4272,PCTTU
4273,MDLA
4274,NKG
4275,NBA.U
4276,PSA$G
4277,STRO
4278,DOCU
4279,BY
4280,RMAX
4281,ANPC
4282,NP
4283,EPHYU
4284,HYZD
4285,VWID
4286,FAUG
4287,AEG
4288,TCPC
4289,DDWM
4290,SRTY
4291,VENA
4292,LSXMK
4293,CSWI
4294,DG
4295,TDF
4296,ALZN
4297,RNSC
4298,CUK
4299,GEVO
4300,ATRI
4301,GCV
4302,GSV
4303,QEMM
4304,VER$F
4305,TCTL
4306,TMQ
4307,BKYI
4308,VPC
4309,ASO
4310,VLGEA
4311,WINT
4312,VRIG
4313,TFC$R
4314,KOR
4315,GPOR
4316,CULP
4317,SJ
4318,CODX
4319,SBLK
4320,DHCNI
4321,TUSA
4322,CLII.W
4323,CAC
4324,TUR
4325,KARS
4326,DLCAU
4327,LB
4328,MRTX
4329,FCTR
4330,RAVI
4331,FFBW
4332,LMACA
4333,FORA
4334,RCLFW
4335,MLAC
4336,AMTB
4337,CNXN
4338,LDUR
4339,COLD
4340,MSACW
4341,RBC
4342,THS
4343,BILS
4344,DYHG
4345,VLT
4346,BML$G
4347,IBDV
4348,VTRU
4349,SGFY
4350,KOD
4351,TTEC
4352,DHBC
4353,DHX
4354,PCG$G
4355,BPYUP
4356,LOKB.W
4357,BLRX
4358,BKLN
4359,ERESU
4360,GH
4361,ALIN$E
4362,UIS
4363,LNDC
4364,UYG
4365,BNDC
4366,RJZ
4367,AQNA
4368,CCU
4369,RNR$F
4370,TARS
4371,AZYO
4372,IYR
4373,SWBK
4374,IQV
4375,IDIV
4376,EDI
4377,EWL
4378,CONN
4379,JHMM
4380,SPG
4381,XLU
4382,DJUN
4383,NVGS
4384,XTAP
4385,REG
4386,BOND
4387,REM
4388,VGZ
4389,SBNYP
4390,PSMC
4391,SHOO
4392,TRMB
4393,SNPR.U
4394,LIVX
4395,JRS
4396,SHO$F
4397,IVES
4398,NBSTU
4399,ONDS
4400,OTLY
4401,CXH
4402,AVGR
4403,NAD
4404,PAHC
4405,INUV
4406,SPSK
4407,POWI
4408,AMKR
4409,HTOOW
4410,ICOW
4411,LGACU
4412,IEFA
4413,IOVA
4414,DSOC
4415,BHFAN
4416,WPCA.W
4417,CLDX
4418,DAUG
4419,MZZ
4420,WHR
4421,PNBK
4422,CMLF
4423,CLAS.U
4424,TW
4425,RCG
4426,TADS
4427,RIVE
4428,FLIY
4429,USDP
4430,DALT
4431,DFPH
4432,ST
4433,IPVIU
4434,TIRX
4435,NRGX
4436,RMM
4437,SGU
4438,KEQU
4439,PRPC.W
4440,MIDF
4441,HSMV
4442,RAACU
4443,AGX
4444,OTEX
4445,ENB
4446,FCPI
4447,FUSN
4448,DFVS
4449,STOK
4450,AVAL
4451,GLTO
4452,WWW
4453,QTUM
4454,DXPE
4455,HOVNP
4456,LSEAW
4457,METXW
4458,MTBCP
4459,SSP
4460,SRGA
4461,SIC
4462,LBRDA
4463,EOI
4464,SFUN
4465,CMO$E
4466,RSF
4467,CRZNU
4468,VRP
4469,TBC
4470,BTWNU
4471,MON
4472,FATBP
4473,CET
4474,TCACW
4475,GBDV
4476,PFBC
4477,EJAN
4478,CSBR
4479,IAU
4480,RTM
4481,SYUS
4482,VFVA
4483,BUFF
4484,MXIM
4485,LPRO
4486,WTRH
4487,PHYS
4488,HBI
4489,XPDI
4490,HDG
4491,HEWG
4492,NRG
4493,RILY
4494,QTS$B
4495,ALNA
4496,IVR$B
4497,YLDE
4498,MACQW
4499,STPC.W
4500,YTEN
4501,PAYAW
4502,XPOA.W
4503,WK
4504,GPX
4505,WMT
4506,ICL
4507,SNGX
4508,ETR
4509,SLG$I
4510,ZBH
4511,SNII.W
4512,INOD
4513,VINO
4514,VYGG.W
4515,IMPX.W
4516,EXR
4517,ORAN
4518,XPO
4519,ASPL.U
4520,HTPA
4521,XOMAP
4522,GLOP$A
4523,FTCVU
4524,EVOK
4525,IGLB
4526,TELA
4527,PJT
4528,KBH
4529,BAR
4530,WEAT
4531,CWT
4532,PRTA
4533,APXTU
4534,ALTUU
4535,COOP
4536,MJUS
4537,SREA
4538,VKI
4539,TWCTW
4540,EMHY
4541,FTGC
4542,PFN
4543,CSV
4544,RMGBU
4545,WFC$Z
4546,PAUG
4547,SGMA
4548,GS$J
4549,UUUU
4550,MFL
4551,MOD
4552,SRE
4553,GT
4554,INTZ
4555,CNXT
4556,BDCZ
4557,NSH.W
4558,PMO
4559,FOMO
4560,OCAX
4561,BKNG
4562,RGA
4563,PGNY
4564,FDS
4565,ERH
4566,PPBI
4567,IPVI
4568,RBAC
4569,BSCS
4570,YMTX
4571,ALLY
4572,EXPI
4573,WM
4574,RM
4575,CVLG
4576,HYUP
4577,DSWL
4578,BDRY
4579,CLS
4580,LATN
4581,FCA
4582,DBGIW
4583,IEV
4584,BBBY
4585,BAH
4586,NAN
4587,KURIU
4588,PTE
4589,AZO
4590,MMIT
4591,OTLK
4592,BGSX
4593,MLPB
4594,WAT
4595,DMRE
4596,TRT
4597,AMPH
4598,EINC
4599,HAPP
4600,GRCYW
4601,TURN
4602,JMOM
4603,BNO
4604,TSEM
4605,STT
4606,FLACU
4607,KEX
4608,DSEP
4609,FYLD
4610,DWM
4611,NTR
4612,BP
4613,OTIS
4614,ENDP
4615,GRFS
4616,NRZ$A
4617,CSSE
4618,FWAA
4619,NKLA
4620,MTC
4621,IBP
4622,RAAX
4623,AMAOW
4624,CASA
4625,JFU
4626,PMGMU
4627,CORP
4628,ALFIW
4629,SMCP
4630,PWC
4631,SRG$A
4632,AMTBB
4633,OBLG
4634,PDEX
4635,GMAB
4636,THCAW
4637,BSMR
4638,DTST
4639,XLY
4640,TPHD
4641,BTWN
4642,IBMO
4643,VIRI
4644,ESGA
4645,CSTE
4646,ATAI
4647,PSA$J
4648,IBKR
4649,GVIP
4650,PTVE
4651,HYMB
4652,UNL
4653,BAUG
4654,WEC
4655,VSEC
4656,CFFVW
4657,GBCI
4658,HOFVW
4659,SID
4660,CEA
4661,FKU
4662,AAQC
4663,PLNT
4664,USLB
4665,EVR
4666,IMOM
4667,BRQS
4668,PGC
4669,FSTX
4670,OMEX
4671,BBY
4672,NOVN
4673,XLV
4674,NSC
4675,MLAB
4676,MS
4677,FTLS
4678,RYU
4679,FSMD
4680,CLRMW
4681,MAYZ
4682,PSACW
4683,IIPR
4684,FSMO
4685,NUE
4686,USB
4687,USA
4688,RESN
4689,DSU
4690,JELD
4691,PFIG
4692,IBCP
4693,MBIN
4694,CEFA
4695,GS$C
4696,CFG$E
4697,IMVT
4698,DCRBW
4699,DRIV
4700,ABIO
4701,AIRR
4702,ALACR
4703,LNFA.U
4704,KOCT
4705,REGN
4706,SILX
4707,PYPE
4708,DDF
4709,ECCY
4710,BNGO
4711,BTI
4712,GTPBW
4713,WTTR
4714,PBUG
4715,MLPX
4716,FTXH
4717,VERA
4718,SNV$D
4719,PRIM
4720,ONB
4721,FPRO
4722,PW
4723,NI$B
4724,DBX
4725,HRTG
4726,IPOD.U
4727,AX
4728,CFG
4729,VALN
4730,ESSA
4731,LAUR
4732,SY
4733,FRX
4734,CXSE
4735,NEE$P
4736,OVB
4737,PYPL
4738,PPTA
4739,LFVN
4740,CNI
4741,GHVIW
4742,CEY
4743,DDOG
4744,AR
4745,ALUS.W
4746,GTLS
4747,BIIB
4748,IJUL
4749,OWL.W
4750,ROKU
4751,ROSS.W
4752,PXLW
4753,SNCY
4754,SNSE
4755,FULTP
4756,WTFCM
4757,DLR
4758,NIFE
4759,BHFAL
4760,CONXU
4761,TRYP
4762,GLDD
4763,RLMD
4764,MNP
4765,SOYB
4766,SPG$J
4767,SBEAU
4768,EEIQ
4769,SLV
4770,KCCB
4771,EHTH
4772,URGN
4773,ALUS.U
4774,HEWC
4775,TCOM
4776,SI
4777,IHG
4778,MITT
4779,ARTLW
4780,KAIIW
4781,HFFG
4782,PAYX
4783,RSVAU
4784,COST
4785,FAMI
4786,SDAC
4787,ODC
4788,MDU
4789,SWKH
4790,CEREW
4791,FRX.W
4792,VB
4793,CNST
4794,WVVI
4795,EXPO
4796,FPL
4797,ITM
4798,QFTA.U
4799,TPSC
4800,BSJR
4801,HPX.U
4802,AGGRW
4803,FDP
4804,INBK
4805,SIX
4806,LBC
4807,AZBL
4808,MFA$B
4809,GAL
4810,MX
4811,VSAT
4812,AVDE
4813,MICT
4814,ADS
4815,EFOI
4816,TXT
4817,PYS
4818,MINDP
4819,HLX
4820,VLDR
4821,GKOS
4822,WIW
4823,ERII
4824,DFP
4825,ONCY
4826,QSIAW
4827,TEAF
4828,NCNO
4829,CBH
4830,NDLS
4831,PHDG
4832,SGTX
4833,GSAQW
4834,YINN
4835,GBDC
4836,XOMAO
4837,GCMG
4838,NGAB.W
4839,SMHB
4840,AIZN
4841,CSR
4842,OAK$B
4843,IAK
4844,SRC
4845,ADIV
4846,KBUY
4847,MBRX
4848,OPRT
4849,LDL
4850,NFG
4851,SIMS
4852,ISHG
4853,RGLD
4854,STNE
4855,BWSN
4856,PENN
4857,SACC
4858,MTRX
4859,GLQ.R
4860,PLYM$A
4861,IBMJ
4862,ATFV
4863,FIS
4864,HE
4865,GVAL
4866,VIXY
4867,TPL
4868,BEKE
4869,CHEK
4870,SRSAW
4871,BC$B
4872,QVCD
4873,FTSD
4874,HSIC
4875,KURA
4876,BTT
4877,EPHE
4878,VONE
4879,GRSVW
4880,CABO
4881,APWC
4882,SCVX.W
4883,SMLE
4884,JGLD
4885,GIII
4886,IKNX
4887,HRB
4888,LUNG
4889,DNL
4890,CCVI.W
4891,DSL
4892,PROF
4893,WEA
4894,HES
4895,IVSG
4896,DHT
4897,FHN$A
4898,CIG
4899,FNY
4900,IOSP
4901,PHD
4902,PMVC.W
4903,ENR$A
4904,SAH
4905,NEX
4906,AAON
4907,GLEO.U
4908,CRUZ
4909,EVOJU
4910,CWCO
4911,SPGS.U
4912,TLTE
4913,LCYAU
4914,WMG
4915,IETC
4916,CURO
4917,TTD
4918,VIAO
4919,GRCYU
4920,GDX
4921,GORO
4922,CQQQ
4923,FIVE
4924,IBTF
4925,TD
4926,CTSO
4927,AFLG
4928,HIL
4929,BLCM
4930,DBEM
4931,NAC
4932,COMM
4933,OXY
4934,PFG
4935,MNKD
4936,GMIIW
4937,LIFE
4938,CLXT
4939,DNAY
4940,FSRXU
4941,CHRA
4942,GOLF
4943,HSII
4944,LITB
4945,GMII
4946,MTUL
4947,AQUA
4948,AVGO
4949,EYESW
4950,VEON
4951,EACPW
4952,CMRE$E
4953,AAMC
4954,DCRCW
4955,DLPN
4956,HRTX
4957,LBTYK
4958,TPGS
4959,XRX
4960,APPS
4961,BUL
4962,EFAS
4963,EIGR
4964,ENFR
4965,IYK
4966,OVT
4967,SCHP
4968,LOW
4969,JRSH
4970,VFC
4971,LTRN
4972,FDMT
4973,INO
4974,WCN
4975,FDN
4976,BHSEW
4977,GOAC.U
4978,GSIT
4979,HACK
4980,WFC$R
4981,ARCM
4982,SQNS
4983,SMBK
4984,PV
4985,VJET
4986,DBC
4987,VPCB
4988,WEI
4989,TWOA
4990,FCACU
4991,ASB
4992,OVV
4993,SMFG
4994,CODA
4995,PRS
4996,BANR
4997,OYST
4998,BWAC
4999,ISCF
5000,VTWG
5001,QRTEP
5002,WEBL
5003,SOLOW
5004,EPOL
5005,RAVN
5006,MACQU
5007,CIGI
5008,MAMB
5009,SRT
5010,PFBI
5011,EPWR.U
5012,PTGX
5013,OSPN
5014,EYLD
5015,RALS
5016,PACK
5017,CIO
5018,VSL
5019,TBLT
5020,AMRX
5021,EWMC
5022,MCAE
5023,SYNL
5024,SCE$K
5025,FB
5026,FLACW
5027,NHI
5028,HSKA
5029,UJAN
5030,EMXF
5031,STLD
5032,SHE
5033,VGM
5034,CUTR
5035,NBEV
5036,KSA
5037,SAFE
5038,TSJA
5039,LFUS
5040,CBFV
5041,MACC.U
5042,OCGN
5043,AVID
5044,CWST
5045,SKIN
5046,MELI
5047,DFNL
5048,EFAX
5049,EMTY
5050,WWOW
5051,MTSL
5052,FTAA
5053,RBNC
5054,RWVG
5055,SYTA
5056,NPCT
5057,GEF.B
5058,MFUS
5059,GLEO.W
5060,OSI.U
5061,QQQA
5062,DRE
5063,VOX
5064,CHCO
5065,BH
5066,WDH
5067,SMAR
5068,AOA
5069,ALSK
5070,CRSAU
5071,FTIV
5072,LAND
5073,XPDIW
5074,OLN
5075,OPOF
5076,GPRO
5077,IH
5078,PMF
5079,NEW
5080,AGM$E
5081,IBTX
5082,SAIIW
5083,COHN
5084,MOS
5085,SCLE
5086,RESD
5087,EPD
5088,GINN
5089,SPRQ
5090,OMI
5091,DIAX
5092,WTM
5093,HMNF
5094,CBAH
5095,ROOT
5096,INGN
5097,AYTU
5098,MOVE
5099,SB$C
5100,UXI
5101,SMMU
5102,GBIO
5103,BOAS.U
5104,FHI
5105,VALT
5106,HLAHW
5107,MLACW
5108,PLRG
5109,MSTR
5110,PGP
5111,HOLD
5112,GSPY
5113,AMRN
5114,IMBI
5115,CNTA
5116,INS
5117,LHX
5118,GAPA.U
5119,MDIV
5120,FGBIP
5121,NUAN
5122,NUS
5123,LHCG
5124,KRBN
5125,SUSC
5126,AVIG
5127,ATA.W
5128,HIG
5129,BTZ
5130,IXUS
5131,ARLO
5132,ACIC.U
5133,GJT
5134,NAVB
5135,SYRS
5136,CLNC
5137,TOLZ
5138,APM
5139,YY
5140,PXS
5141,HXL
5142,SIXS
5143,WLMS
5144,NGAB.U
5145,ILCV
5146,HASI
5147,TSI
5148,OXLCP
5149,WARR
5150,SBH
5151,FALN
5152,TNP
5153,OCUL
5154,SCPH
5155,BE
5156,KBWY
5157,PDO
5158,SGEN
5159,GHYG
5160,MFG
5161,PFI
5162,OIBR.C
5163,MCAD
5164,MMI
5165,ACTV
5166,DHCAU
5167,NBW
5168,SUSL
5169,TACA.U
5170,VV
5171,LTRPA
5172,NBO
5173,NTSI
5174,RC$E
5175,BNDX
5176,KSS
5177,MMC
5178,LSBK
5179,ARD
5180,NNN$F
5181,HYEM
5182,DJUL
5183,CIVB
5184,FDG
5185,TEVA
5186,RETL
5187,AGCUU
5188,LCR
5189,OXLCM
5190,MSM
5191,INSP
5192,AGEN
5193,VSS
5194,QRTEB
5195,ERY
5196,WUGI
5197,DVLU
5198,LMNL
5199,OEF
5200,LIVK
5201,ANAT
5202,NARI
5203,XYLD
5204,LVHI
5205,SDACW
5206,DEEP
5207,BBGI
5208,REW
5209,IHY
5210,CVET
5211,SVFA
5212,GFI
5213,FLME.W
5214,ACRS
5215,RMD
5216,BSGM
5217,EDOC
5218,RMGBW
5219,SPUU
5220,CL
5221,SCHE
5222,SF$C
5223,ECHO
5224,TTMI
5225,OSTK
5226,ACND
5227,AGS
5228,HSDT
5229,RCS
5230,PHICU
5231,FAT
5232,FCNCA
5233,BSN.W
5234,DTH
5235,CONE
5236,REX
5237,AYLA
5238,BAP
5239,FCOM
5240,PACW
5241,DIVA
5242,NAIL
5243,TMV
5244,TAP
5245,PTSI
5246,IMCG
5247,FSLF
5248,BDX
5249,WIZ
5250,WWD
5251,ENG
5252,PFLD
5253,ITRI
5254,AMBC
5255,IEME
5256,HCXY
5257,AVT
5258,DEMZ
5259,HI
5260,UJUL
5261,ET$D
5262,OPPX
5263,NSEC
5264,VMD
5265,OCSL
5266,SBG.U
5267,GO
5268,NSTB.U
5269,ADNWW
5270,NMM
5271,NLR
5272,WDFC
5273,ASAI
5274,IYE
5275,IMTM
5276,PESI
5277,XMHQ
5278,HL
5279,FFTI
5280,FJP
5281,BPOPM
5282,GBAB
5283,APGB
5284,USO
5285,NRACU
5286,DGRO
5287,IVAC
5288,TAN
5289,NRUC
5290,TEAM
5291,SQ
5292,TVE
5293,KLR
5294,CRWD
5295,WFIG
5296,CLNE
5297,KDFI
5298,CSTR
5299,HCAQ
5300,FEYE
5301,TWO$B
5302,COWNL
5303,AIR
5304,CIEN
5305,WDAY
5306,GRX
5307,PFGC
5308,FTI
5309,NUV
5310,OCAXU
5311,JHCS
5312,MOG.B
5313,ANIK
5314,CACC
5315,AGMH
5316,PSPC.U
5317,ABEV
5318,UCBI
5319,CBTG
5320,CALF
5321,EDD
5322,SENEA
5323,PBND
5324,NRC
5325,WTBA
5326,APPHW
5327,POWWP
5328,FLS
5329,MRIN
5330,RNR$E
5331,NYMTP
5332,PHO
5333,FDNI
5334,SRI
5335,MS$A
5336,CHSCM
5337,RSX
5338,LYEL
5339,GYLD
5340,TBNK
5341,IMMP
5342,QDEL
5343,LFT$A
5344,LOWC
5345,HLAHU
5346,SOHOB
5347,GHSI
5348,TTM
5349,CHAQ.W
5350,HON
5351,UST
5352,MSGE
5353,PPIH
5354,EEX
5355,GLPI
5356,QVCC
5357,AGZ
5358,PALL
5359,FSZ
5360,SGOV
5361,UEC
5362,UYM
5363,QDF
5364,VCVC
5365,DGNR.U
5366,PRPH
5367,MCR
5368,CAR
5369,QLI
5370,XHR
5371,VIXM
5372,MOON
5373,ET
5374,EAST
5375,PKG
5376,TNC
5377,COFS
5378,IEIH
5379,RICE.W
5380,ILTB
5381,MIDE
5382,WORK
5383,FAM
5384,IVLU
5385,FCEF
5386,FLQD
5387,JJU
5388,PJP
5389,CPZ
5390,FEZ
5391,COF
5392,IAGG
5393,CVX
5394,GRNB
5395,CTAS
5396,CHUY
5397,IHF
5398,DWIN.W
5399,GLO.R
5400,GNUS
5401,SNES
5402,SCHX
5403,UGL
5404,IMTB
5405,FEUL
5406,DBVT
5407,EPAY
5408,HCC
5409,MKC.V
5410,LPL
5411,KORP
5412,CDE
5413,PGRWW
5414,ANDAR
5415,BCYPU
5416,BSCU
5417,SCYX
5418,CAN
5419,HUGE
5420,DEED
5421,ADOCR
5422,GSIE
5423,CVV
5424,SIXL
5425,FLCO
5426,AVGOP
5427,GLAQW
5428,OMFL
5429,CPB
5430,ACBAU
5431,QTRX
5432,RBCAA
5433,SCPL
5434,TLSA
5435,IBER.W
5436,ZCMD
5437,BOAC.W
5438,HTGM
5439,EQH
5440,SYF
5441,MGLN
5442,PHIOW
5443,CSGP
5444,TSBK
5445,ENNVW
5446,TLIS
5447,COUR
5448,EMPW.U
5449,ZETA
5450,KNSL
5451,HD
5452,ARMR
5453,BFS$E
5454,PWZ
5455,SCHB
5456,NSTB.W
5457,IACB
5458,GNTX
5459,FFIC
5460,VVNT
5461,GRTS
5462,ALKS
5463,BOXL
5464,ECCC
5465,F$C
5466,BFST
5467,FPI
5468,KAHC
5469,QRVO
5470,HERAW
5471,DGP
5472,PEXL
5473,CLRG
5474,TLK
5475,ADF.W
5476,FFWM
5477,CTAC.W
5478,HBP
5479,SECO
5480,ZTAQU
5481,LUNA
5482,GOVT
5483,ARKG
5484,BSQR
5485,GRVY
5486,AP.W
5487,PSA$O
5488,SC
5489,ZIG
5490,CELP
5491,BPOP
5492,VMI
5493,RDI
5494,GIG
5495,THMO
5496,RCD
5497,FRPH
5498,FRBK
5499,VIHAW
5500,KNGS
5501,RDFN
5502,CPUH.W
5503,SWK
5504,CAS.U
5505,WPC
5506,TRND
5507,OUSM
5508,ETNB
5509,AIG
5510,CFXA
5511,FDX
5512,ELS
5513,VPG
5514,FTEV.U
5515,HYTR
5516,AMCX
5517,SOLO
